comment,star
臭傻逼。,1
【蜗牛阅读&豆瓣阅读】,3
算是最近看的最好的评论类书籍，一位优秀的集权主义下的女性作家，深刻、自我并且坚韧！,4
这真的是写给自己看的文字，一旦放出来，成为畅销书的内容，就觉得难以看下去。,3
一本读了就放不下的书。,5
写给在异地寻找理想家园和精神世界的人,5
3年前读过，印象不深了。同性别个体间的差异大于两性之间的平均差异,3
豆瓣的鸡汤红人，已经过了读这种书的年纪了，有点索然无味的感觉。,2
一切都正在来的路上。,4
我自己的书：）,5
就是强调要自己忙活自己的事、对爱情不在意、得到或是失去都从容淡定,4
小说讲得是成长的孤独，一如既往的英国式温暖、爱与善良,3
这对我的成长很是很重要的一本书,5
怀旧是抑郁的温和形式,3
看了两篇 连鸡汤文都不如 ,1
买了，看了，为我的女神鼓与呼！,5
几度泪盈眼眶，心里的那种沉重无法形容，年少青春就这么过去了。,4
是可以被治愈的流水账呢。,4
刚在书屋一个多小时翻完了，这种励志书性价比真不高啊写的像微博似的,3
"白石一文的文字有种魔力,如果用三个字来描述就是从始至终的战栗感""。""",4
不是所有事情都会被宽恕，但是总有一天会被原谅！洗尽铅华！,5
这大概是我这辈子读过的最厚的一本的……,4
(⊙o⊙)…我为毛要看这个书呢。挺一般的，就是挺一般。,2
实操性较强，比较认同书中的价值观,4
友谊！,5
冷酷，庞大，错综复杂,4
总体还不错，但并不是每篇都很喜欢，所以只能打四星。,4
冷饭,3
这是我写的吧，呵呵,1
看完想到了艾勒里·奎因的《暹罗连体人之谜》。,4
这小子，其实真的很不错,5
未来本来就是不可知的，能做的就是自然，自然，继续保持自然，来于自然，归于自然。,4
到死之前，我们都是需要发育的孩子。,5
我是很爱这个女人。。怎么地吧。,3
做女人当如王葡萄。好久没读过这么好读的小说了。,4
实用。。。。。。,5
从《洛丽塔》到《了不起的盖茨比》，文学解读与政治追忆相互指涉，构成一个独特的阐释空间。,5
看的时候在想，要是每个女孩都像W小姐这样，我们男人还活不活？力荐给每个为爱迷茫的女孩。,5
做一个这样的女生也挺有意思。,4
真实的自私，与真实的爱。,4
I've always been looking for a soulmate~,4
你说我会有力量的，我信。,4
有点刘同的味道。不过比刘实在。,3
一本口水书 用来拾起来阅读习惯用的 玩了太久好久没看书了,3
我就是里面典型乖乖女，书里的情节全遭遇了，改变！必须改变！,4
精妙的故事，不如意的生活片段里面蕴藏着很多美好的事物，正如一件件古董衣可以重新闪亮一样。,4
我居然浪费自己的时间读如此网络化的文字。。。真是瞎了我的眼,2
非常棒。推荐夫妻双方一起看，相信爱情和生活真的会变得更好。,5
“我厌倦了贞洁又郁闷的日子，又没有勇气过堕落的生活。”,2
一个父亲沉默的坚守，这也许是世上最动人的事情,5
比较流水账，有些小句子写的有点意思~,4
最爱里面的一句“我极端讨厌冷漠的人，我喜欢冷静面孔下燃烧的炽热灵魂”,3
看完后整个人都不好了，结局令人唏嘘，作者有没有用力过猛？,3
当我们指责别人时，不过是在逃避自己，看着看着感觉要落泪的书,5
好贵。。。。。,5
这难道不是时尚集团的历史！？,4
只能说我太老了。,3
对了认识男人内心真正需求有很大帮助,4
怎么会有人把小说写的这么好,5
就那样吧,3
又名：《港姐的欲望都市》,4
让我触动的女子,4
每天在超市排队买食物的时候看。,4
比很多所谓的作家的书，更值得一读。这个演员的自我修行，和他的脸一样令人难忘。,4
解姐推荐，好书，实用，挽救感情,5
开头是职场书，中间是言情书,3
写得很不错,4
以治史之法治文，陈寅恪先生的功力令学界高山仰止、景行行止。这本书读得很吃力很吃力。,5
好看！,4
迷离扑朔的真相与真相背后曲折绵密的情感，让人心碎也让人温暖。,5
绝美之唐代金银器，绝配极好的印刷质量,5
在中国读《在德黑兰读<洛丽塔>》,5
绝对是聪明人写的书。,5
你路过风，路过雨，路过一个又一个人，总有一天，你会找到自己。,4
严歌苓更适合写小说，尽管如此，她的异域生活随笔还是比三毛的有质感多了,4
"看到最后,心脏很是狂跳了几下.",5
这本没看到结尾就猜到了。。。,3
自己的书 给个五星！,5
20位豆瓣红人，几个骗子？,1
这本书特别好，强烈推荐！早读几年，也不至于单身那么多年T.T,5
初读感觉很好，看多了观点太过一致，一味强调女性进步而男性没有跟上，幽怨气质太过浓厚。,3
两性问答,4
诚恳。反复说服自己。,4
为什么她那么优雅？因为有钱，因为有钱，因为有钱…,3
还是比较值得借鉴的。,4
很喜欢小昭写的一个个短故事 收获一点温暖一点柔软。,4
身心都健健康康长大真不容易。,5
可以送给妹妹或留给女儿的书,4
怀旧是抑郁的温和形式。,3
对所做的事情满怀热情，特别是当你在做一些平凡琐碎的事情时，热情能让你做得更好。,4
我倒是欣赏她对自己的刻薄和对生活的诚实。,4
帮助我很多，真正正正提升了自己爱的能力,5
关于这段时间里的想法和措辞评价，后来她写在《看见》的自嘲里,3
她在自己铺凑成的道路上越走越远，带着羞愧与宽恕，她是否能弥补过错，放过自己，原谅别人~~,5
读掉前三卷，之后图书馆整理书架，把书扔到密集库里之后我就再也没有动力去借了。。。,4
谁过得好，谁性格阴险，都是有原因的。,5
读了这本书自己的爱情困惑也有些明朗了，书中内容很赞，meiya姐写得很好。,5
lese,2
AC最糟糕的几本小说之一，人物情节完全散架，让人打瞌睡,1
和《亲密关系》有诸多类似,4
与其说鸡汤 倒不如说是女人们的私房话 以及写给男人了解女性的窗口 ,5
不装逼能死么 看得快吐了= =,1
读时须沉潜。购得旧书.百般不爽.书事不如意者亦常八九。。。,5
听说陕博又重新印了。忍不住又想去去一次西安，再去一次法门寺～,5
"镜中书
",5
水木丁的好处是，她没有文字表演癖。,5
嗯，莞钰和莞铭的故事......马上就正式上市啦。默默地给个五星先。,5
这么文艺那么美都不好意思不给一星伺候了,1
写美国和非洲的经历都很有意思。严歌苓天生适合这样的写作，至性之言，自尔悲恻动人。,4
"阿婆成名作,真相曝光只在一瞬间！",5
还真是给我猜了个八九不离十……,4
只有相信爱情的人，才能见过爱情。,5
恶心的说，呵呵,1
率真、坦荡的文字，也那解不开包缠女人们的套子,4
真本书非常不错，我也很喜欢这位作者，推荐给你们,5
可以看看别人的故事。,3
弗洛伊德用的有些泛滥了。,3
读完便不记得的故事,3
女友最经典。,4
小说特别有画面感，奥利弗的形象就是Rooney Mara，然后觉得也有Rachel的影子。,4
里面最有名的莫过于那篇《比未知更可怕的是预知》吧。可能最近感情泛滥得很看书总想哭。,4
用词热辣的有点招架不住,3
太好的一本书！光是做evernote就做了五十条。,5
柴静就这水平啊。还好我没去买《看见》,3
每个人都很孤独。在我们的一生中，遇到爱，遇到性，都不稀罕，稀罕的是遇到了解。,4
男人写女人真是隔靴搔痒，不懂装懂，不伦不类。,2
原谅和宽恕在生活中不可缺少,5
内容过于细节化，讲海军的部分太重了，使得书的总体感觉就差了许多……,3
超适合改编？,4
并不全是情感问答，作者学识见地都不错。,3
第一次看这种书，说不出来什么感觉，就觉得心里堵得慌？！作为一个还没经历过恋爱的人，无从下手,3
15岁时读得好累啊……,3
世界大战的遗留，少女的心,3
系列第一作都爱玩这个诡计啊,3
番外篇更好看 喜欢夏夏和小宇的爱情,4
必须五颗星啊！因为书里出现我的名字好几次，咩哈哈哈哈,5
这书温暖我一整个十月。,5
我已看完。大家都棒棒哒。特别是我！啊哈哈哈哈哈哈⊙▽⊙,5
写母亲那篇我在什么杂志上看过 印象深刻 只是不知道是作者写的,4
我被惊呆了。绝无仅有。,5
这个文笔实在比安妮宝贝更让人蛋疼，故事也无外乎很作很矫情，看着缺氧,1
初高中时喜欢读类似的爱情故事，现在觉得还是李敖想得透彻——不爱那么多，只爱一点点～,4
并不很好看 但是读起来也会忘记时间 甚至感觉不值得为此牺牲睡眠 但看完觉得 不虚此行 ,4
就这个,1
跳着看了关于姑娘的部分。总之就是初期别主动中期别抓狂后期别唠叨。有时间再看一遍。,3
畅销书中算有内容可以学到东西的，毕竟作者是年轻北广副教授，《杜拉拉》电视剧的编剧,4
看原著才能体会到莫德“衣冠禽兽”般的魅力,5
穿过重洋越过山，穿过丛林越过海。在大千世界，在浩淼人生，参透世故。,5
不如说是故事集。多一颗星给说着温柔话语的小昭，因她知晓每一颗爱人的心。,4
“我有个朋友……曾经有个……那个人是我……”傻书。,1
没解决书名的问题 全部是成长过程的投射 如果不能重新活一遍就坚强点,3
我也得努力学习丁丁张讲故事的好技能,4
其实就是不要轻易无条件的放弃自我。在爱情中也要保有自己。用智慧。,3
一个关于孤独的故事，有点儿浪漫有点儿小温暖。插画太美。过些年再读，一定是不一样的感受。,4
从前看过一篇，觉得心有所感，现在再看，觉得一般。不过大概还是可以送给表妹看。,3
谢天谢地，女性的自由现在已经是理所当然的事了。,4
文学 散文 随笔 以自己喜欢的方式过一生 ,5
比想象中好看一点 一个不一样的老师 ,3
不只是两性沟通，同样适用于父母朋友… ,5
情绪化，但真实,5
很暖心的小说，值得推荐给身边的朋友。如果不说再见，请不要离开。,5
没有为什么,1
对二战有了另一个层次的了解,4
最近大热的书，不错的平铺直叙。只是感觉不太抓人。,4
只能说，我不是受众吧大概……看得腻。没读完，也不打算继续读下去了。,2
法兰克福学派的唯一有力结论,4
1999，7,4
衡量自己学问的程度,5
在荒谬时代里唯一能给人温暖是永恒存在的大地母亲。,4
读者，必须自由！,4
张幼仪才真真算所谓新式女子。,4
细节和可靠度都完爆了大多数“文史资料”,5
中学自修……,3
"公寓女郎就是<第三个女郎>,译名统一就好了",4
奇了，这本书怎么就一个人读过= =,5
写的很好，不犀利，不狗血，不呛人。很好。,5
来信比回信有趣，充满人间百态。,3
三星半。,3
语言比较顺溜，但是生活或许太平顺了，不切实际。,3
最初都是遇见，遇见便为欣喜。,5
是个有个性的人，文字不敢恭维。没兴趣读完。,1
我喜欢阿加莎的书。,5
浪费素材,2
